Micro auc is:
0.4973322863579701
Macro auc is:
0.49633522009829517
Weighted auc is:
0.4974528166272853
target_proc_1036,target_proc_1048,target_proc_1215,target_proc_1285,target_proc_1287,target_proc_1316,target_proc_1368,target_proc_1369,target_proc_1575,target_proc_1634,target_proc_1709,target_proc_1717,target_proc_1721,target_proc_17587,target_proc_17678,target_proc_1826,target_proc_189214,target_proc_189239,target_proc_1944,target_proc_198428,target_proc_2215,target_proc_2220,target_proc_2261,target_proc_2263,target_proc_2295,target_proc_2349,target_proc_2470,target_proc_2471,target_proc_2637,target_proc_310,target_proc_337,target_proc_34370,target_proc_34496,target_proc_34504,target_proc_34506,target_proc_34544,target_proc_37225,target_proc_391410,target_proc_415338,target_proc_464825,target_proc_474,target_proc_482552,target_proc_639,target_proc_787,target_proc_832,target_proc_900
0.4892166266986411,0.49387321549966007,0.4905064915071586,0.47017268445839877,0.5137937559129613,0.508000902236257,0.5135452370751215,0.5210638408394369,0.4879856418918919,0.4679258088804522,0.4976966298670327,0.5113810554315728,0.47949505691441174,0.515299194856476,0.45519794389520885,0.47375361325505855,0.4934751199214009,0.46882454998915635,0.477594182385099,0.5094276563152764,0.5037304856703382,0.5089364658330175,0.5427498994593145,0.4818084131156697,0.46553328239471437,0.5279118835604191,0.4551846901723301,0.5155773621293551,0.4845146752851586,0.5268634987188446,0.433803644914756,0.5160082096506027,0.5016081727886261,0.5119365954514128,0.48901263014166246,0.5538270810237338,0.4858794638289164,0.518731124412608,0.47226492515748714,0.5201419368086034,0.47693620285247396,0.5225621694816007,0.5100600724160632,0.4816786577341239,0.4842937230034004,0.5016356506856734
