Micro auc is:
0.7837766552589883
Macro auc is:
0.7280045955085394
Weighted auc is:
0.7210530200496531
target_proc_1036,target_proc_1048,target_proc_1215,target_proc_1285,target_proc_1287,target_proc_1316,target_proc_1368,target_proc_1369,target_proc_1575,target_proc_1634,target_proc_1709,target_proc_1717,target_proc_1721,target_proc_17587,target_proc_17678,target_proc_1826,target_proc_189214,target_proc_189239,target_proc_1944,target_proc_198428,target_proc_2215,target_proc_2220,target_proc_2261,target_proc_2263,target_proc_2295,target_proc_2349,target_proc_2470,target_proc_2471,target_proc_2637,target_proc_310,target_proc_337,target_proc_34370,target_proc_34496,target_proc_34504,target_proc_34506,target_proc_34544,target_proc_37225,target_proc_391410,target_proc_415338,target_proc_464825,target_proc_474,target_proc_482552,target_proc_639,target_proc_787,target_proc_832,target_proc_900
0.7444311217692513,0.713371006118287,0.6971827372094217,0.7374629338915053,0.6943117313150424,0.7703615389572728,0.7174858522564981,0.6974728585528024,0.7653550313706564,0.7563284091752653,0.7657382417607984,0.7764069227474584,0.7264937571389185,0.7512715689656438,0.7223491873421048,0.6407306970229758,0.6711032768884008,0.7574098171040267,0.6891442813625035,0.6749181868820499,0.7755233287954598,0.6005589238347859,0.7399615711157783,0.7577632210006131,0.6068250258438582,0.7450649071987985,0.8219925012123435,0.7916483500900466,0.7393584651189565,0.749178895877009,0.676228269085412,0.6269526848846203,0.7920169212485961,0.793618194348725,0.7937414661204983,0.6753269200967944,0.771124161319086,0.6317257056880254,0.6404814194070393,0.8884942634942635,0.7264276265326768,0.8066250068619738,0.6783142692560895,0.7560723407572486,0.7490671813252459,0.6847906150479863
