Micro auc is:
0.6086531997943454
Macro auc is:
0.5016451963068591
Weighted auc is:
0.5003046918082685
target_proc_1036,target_proc_1048,target_proc_1215,target_proc_1285,target_proc_1287,target_proc_1316,target_proc_1368,target_proc_1369,target_proc_1575,target_proc_1634,target_proc_1709,target_proc_1717,target_proc_1721,target_proc_17587,target_proc_17678,target_proc_1826,target_proc_189214,target_proc_189239,target_proc_1944,target_proc_198428,target_proc_2215,target_proc_2220,target_proc_2261,target_proc_2263,target_proc_2295,target_proc_2349,target_proc_2470,target_proc_2471,target_proc_2637,target_proc_310,target_proc_337,target_proc_34370,target_proc_34496,target_proc_34504,target_proc_34506,target_proc_34544,target_proc_37225,target_proc_391410,target_proc_415338,target_proc_464825,target_proc_474,target_proc_482552,target_proc_639,target_proc_787,target_proc_832,target_proc_900
0.49946975752731143,0.42939326988443227,0.49785754605634525,0.4618776285442952,0.5055818353831599,0.49400979570793324,0.507593812482148,0.5028725780478935,0.49803028474903477,0.4560855594557621,0.4914961436000046,0.4892388584567525,0.5144472015439758,0.501658727770479,0.5127411323179369,0.5135366689513365,0.5093220828758019,0.49933130918817314,0.5422833523082762,0.5233637376409971,0.46743781050547195,0.5065576186265842,0.5357209884266501,0.4928575331321826,0.486046563890512,0.4869470371562421,0.4620388659562137,0.49731987124037486,0.4896216251778387,0.4911716748194736,0.5128999748047367,0.4975760823888378,0.5317327925511617,0.5141281874569263,0.5288765147636115,0.5077185328231353,0.5039869319261522,0.5165614540062582,0.4982372998901924,0.5074754241420908,0.47077214669230855,0.471097366831964,0.5688364055299538,0.5262817602795317,0.5035428728977116,0.5500444117073594
